NBTB
LFUS
HCP
VAL
CRM
WIRE
BCR
RUSHA
HIBB
TDS
SXI
PLL
IPG
DIOD
MTN
WEYS
PBCT
CAP
ASH
PVTB
VECO
PII
WBCO
CHD
PLT
CAR
UBNK
AMT
KAI
ARII
SSS
TTC
HRS
HEES
V
OTTR
NKSH
AZZ
EE
FII
HZO
XEC
TFX
PCP
SUP
SFE
FOR
ISIS
CSBK
ROVI
EIX
AGO
BLX
MTOR
PWOD
GLRE
HITT
FRM
CBI
MWA
ESE
EBSB
CHDN
KALU
TFSL
FIS
TBI
CNW
AMZN
EPL
KS
LOW
GES
FUBC
BCPC
AEGN
TCO
WBA
SBUX
LMT
NPO
MTH
SJI
TBNK
PPS
CACI
BCRX
FCH
TCB
DD
PWR
COHR
SPWR
SYKE
CSX
IM
PRGO
MRTN
OPY
VVI
SCSC
CNS
GXP
BMI
TSN
REGN
TRK
EA
MAA
IIVI
RAVN
LZB
ADBE
LHCG
CNC
SJW
OLN
NCI
SIVB
EIG
ARNA
TWTC
NEWP
NPK
TWI
CHKP
STRZA
MYE
LAMR
URS
GTLS
PRA
ORB
CLD
TWC
TRI
ACC
MSCI
GHL
ESBF
RECN
MCY
UFS
ASTE
WDC
RHP
AEE
AP
VRTX
LLY
ORIT
VAR
MANH
LDR
BPFH
AVY
ELS
SMP
ESSA
DRC
NUTR
WHR
NEU
OKE
BRCM
GEO
NWLI
SCL
CYN
CLMS
MRH
APOG
LNN
PHIIK
PACW
BBCN
PGC
PVA
METR
ERIE
CAVM
ENS
HTCO
POWI
Y
UFPI
ATML
STT
KOG
MDLZ
MTSC
STFC
BRC
ORI
CSH
MINI
GS
TTWO
INTU
AMSWA
EEFT
ENH
AXP
HUBG
FSS
TIBX
CTSH
CIA
LTC
PEI
HAFC
SRI
DHIL
TDW
TRW
FLIR
MKL
AHS
WMK
GCI
DLR
TTEC
SCS
GB
MTZ
FHN
PNM
USM
HELE
CKH
CNBKA
ACXM
CVI
JAH
JNPR
GLW
BGC
TRC
STE
SPF
CHRW
BCO
MBVT
AYI
FIX
GORO
DK
ASGN
WAFD
LPX
IART
GWW
VICR
ALG
EXEL
HSC
HBAN
MANT
HWKN
RTI
MTG
XRX
MDRX
AAL
RBCAA
MIDD
ADM
SPTN
CTL
SUPX
LGND
WY
CUB
KMPR
AAP
UGI
MLR
LDL
CXW
VPFG
MOD
LTXC
CPRT
CGNX
ACAS
SLAB
VIAB
SGMS
BBOX
HVT
DDD
CRVL
CIR
CCRN
BKCC
AXAS
HALL
IRC
QSII
AREX
HME
DBD
ROG
AAN
NM
BELFB
SUBK
TUP
ETM
SGY
MORN
CTO
CMN
OMG
BMRC
NCR
IPAR
PKOH
IT
INSM
FFIV
SP
BFS
URBN
TTEK
USPH
PKD
NC
AES
GPX
VGR
WFD
IFF
WIBC
FC
BOBE
MVC
CF
GAIN
ALOG
ACCO
MMS
JNY
ACIW
MPX
MOV
AWK
AIR
MRVL
OII
HTH
KW
DO
ANR
IMKTA
TWO
SCHL
PRFT
EXC
KCLI
RGC
OXM
HF
TISI
GPN
APOL
INGR
EPAY
PLAB
ACOR
OKSB
NTGR
ECL
FDEF
OCR
TRMB
RFMD
MAIN
STJ
WU
CDI
FORR
UCBI
PSEM
ECPG
POWL
ADS
TTMI
WSO
MCGC
AMWD
ARIA
IILG
CCI
HRC
FWRD
AMSF
BGCP
KR
NVDA
HPY
CENX
CRRC
TXT
CNMD
ACET
ICFI
HUM
EMCI
INTL
IMMU
ESIO
AMKR
CWT
IIIN
NTAP
DORM
NCS
DNB
FEIC
CSS
CSE
ZEP
MNTA
BRS
SPR
VSAT
LDOS
AMED
PICO
OEH
OSK
SLH
DPZ
SBH
SPNC
UEIC
SNI
FSLR
CNSL
HOV
COG
IPHS
HLIT
JOY
ICE
WMAR
HAR
PBI
AVHI
HAS
SPPI
SATS
BJRI
ABFS
UHAL
TWIN
ZBRA
WNC
COWN
TRAK
TREC
AZPN
SPAR
SKT
CRUS
HRG
AZO
BWLD
LNDC
KMX
ALTR
DOX
AEL
DECK
GERN
EXXI
PRXL
UTEK
GHM
IXYS
GTI
CLX
UFI
CGI
FXCB
SAPE
BRO
LCI
DSW
TGI
BMR
ARRS
CVLT
PPC
ARC
GNTX
DWSN
CCBG
FOE
SNX
KVHI
CRY
EBTC
DGII
NEWS
SSYS
SLG
CTWS
TDG
RKT
TPX
NSP
XXIA
PIKE
GLDD
MATX
CHK
FNFG
IHC
LBTYA
TBBK
FRED
WAG
DENN
PIR
TILE
ORN
SO
HAE
VRTU
IOSP
VRNT
RES
NWN
LYTS
MYRG
DAKT
MCRI
ECOL
BID
SFG
PNY
PERY
MCF
WYNN
BECN
HIL
IGTE
ACCL
AGNC
NWL
GY
TDC
NUAN
PZZA
HW
GTN
VRSN
FDP
GEF
CTG
VIVO
TYPE
KEX
PRAA
ESS
RVBD
SPLS
REX
JCOM
DPS
PLKI
KOPN
SNV
RDN
CENTA
PGNX
D
ITG
ORA
NVR
ITRI
YORW
SHW
COO
LYV
MIG
LNCE
AKAM
VR
FINL
KEG
RRD
KRO
ELY
ATK
CNL
CUZ
EQIX
PNK
OMCL
IPGP
ISIL
QLGC
LTS
DG
AGM
RGR
PODD
GNW
LABL
EXAC
DIN
SEE
OCLR
SENEA
TECUA
ODC
CKP
PRIM
MASI
SLGN
MHFI
HTGC
ANGO
BIDU
RNWK
CCOI
SLM
DVAX
CSC
PSTB
ASNA
SAIA
BH
RMD
MENT
NTCT
STNR
ACAD
EPIQ
RAIL
MRCY
INT
SKYW
SDRL
ZIOP
SNH
BYI
ETH
OCN
O
MDCO
NNBR
ATSG
STC
HURC
SMCI
CHH
CMP
TTI
ATRO
EXLS
ACAT
GPOR
PRO
HTZ
SMG
FST
ANN
ISLE
ENSG
MKTX
ZEUS
SIG
WMT
UACL
TGT
ANH
FARO
RCKB
ORCL
NAT
PDCE
ANV
BP
CUBE
IGT
TRUE
PNX
AGYS
WR
SEB
CSGS
MAT
CPHD
COHU
MWIV
FNF
ATRI
VRTS
WGO
RRGB
BKH
AHT
EXAR
PBH
TREX
EGOV
DHX
SUI
SONC
SYX
REXX
AWI
MGI
YUM
RSTI
HK
FRO
UAA
ASCMA
SRE
OREX
CBZ
N
IRBT
VASC
APEI
BRKR
LXRX
MON
DGICA
SMA
AMNB
NEE
BEE
ETR
NI
CRAY
HCBK
RAX
ATNI
STX
CYNO
PLCM
QGEN
MOH
OMN
EVC
TAST
HLX
GTS
TRS
PCL
FOSL
BBY
PPL
CTAS
ARTC
NR
BLT
PSMT
PCCC
AI
CLF
MPW
DXPE
REV
PCG
BLDR
SHLM
OB
CNVR
CPE
IBM
DSPG
TXI
HTBK
LMNX
TPC
CSWC
SYNT
CRI
DLB
DFT
SYY
AGEN
IVAC
ABAX
SMRT
BANR
PMFG
CWST
ZIXI
FOLD
OFG
SIRO
CACC
EDR
PMCS
STRL
OSUR
EBAY
CQB
ZINC
UNFI
CBB
KND
PKY
JCP
HWCC
ARSD
ESC
CTB
TW
MDVN
SYMC
SPB
LXK
CRMT
SONS
AXLL
CSCO
YHOO
CCE
NGS
ABT
ANDE
HSII
IBKR
MEI
DXCM
CHE
ANF
BG
SWHC
UVV
RTEC
FARM
EXH
EZPW
DAR
INFA
LMIA
TMUS
CRK
HAIN
CLH
AWR
ALCO
COV
CRWN
NPSP
OLP
IDXX
MDR
MSFT
UHT
SNDK
BAS
CCC
AMAG
STZ
CBM
SBAC
CYTK
ANAT
MFLX
GOV
JOUT
GEOS
FLWS
FSC
ICUI
MBI
OSIS
LUB
SGI
WEN
PGI
UCTT
FTR
BGFV
EXTR
TTGT
PZN
CAG
CATM
VSEC
CRR
AKRX
QCOM
OFIX
GSM
KFRC
HSY
NUS
BMY
SB
BOOM
FIZZ
EL
MCD
BTX
SCMP
CVGI
WMB
TCAP
PLCE
CORE
TUES
TQNT
TGH
PCO
NAV
CPN
TECH
EGHT
PTP
THRM
ENTR
GOOD
IMMR
AGX
AWH
AVD
SNBC
FORM
NANO
NILE
GLNG
UEC
GIII
UTL
HCC
RYN
LO
BBSI
NGPC
TSRA
PDFS
FXEN
BSX
ZUMZ
CVCO
BPOP
ENZ
MSL
SGA
MOFG
PNRA
MDU
LVLT
VLGEA
AAWW
DISH
PLXT
SAFM
VRX
CASY
ALGN
GLF
DRIV
WWWW
MD
NATL
GFIG
PACR
SRCL
DY
CBST
INWK
CRAI
PRSC
BCOR
OPLK
LSCC
PHH
ARG
CPWR
WPP
PATR
SKX
ALGT
PETM
CBEY
IHS
VNDA
SAAS
ATVI
EBS
EPM
CVC
MTRX
DYAX
POWR
HE
MNRO
RWT
CDR
UVE
WOOF
IRET
HURN
LORL
HSNI
MSTR
BOFI
ROIC
VDSI
FDML
RUTH
CEVA
SCSS
GPRE
WLT
HA
CREE
TICC
FE
PAY
CLW
ACLS
DVA
EXPE
CVS
STAA
SEAC
KEM
LTM
PEGA
CROX
IPI
LRN
SYUT
UPL
ALX
EDMC
PHX
MHR
GLAD
CPK
AMCC
MED
ADTN
EGY
VOD
QTM
RIGL
EDE
TGE
AVNW
ADC
WCN
LGF
AHC
NVEC
LIOX
NXST
EBIX
SVU
WLB
KRG
TSCO
SWS
NXTM
FSYS
FCEL
CIM
ARUN
BEAM
FBP
CTCT
INFN
FBRC
CLNE
OSIR
MSI
UIS
CVD
CLNY
STR
MOVE
GTY
DTSI
RGEN
RSO
SCVL
AMD
GGP
CVA
OFLX
GRT
USAP
NFG
GIFI
VRSK
ININ
COKE
CETV
BABY
AAPL
ESRX
BBNK
IACI
LBY
QLTY
GRMN
XOXO
ORBC
MMSI
ISSI
PTRY
LCUT
MCHX
FRX
CLGX
HOFT
ACHN
TE
NWPX
G
MGLN
FSTR
MLNK
BIG
MWW
SWM
RT
ANIP
SHOR
FTK
FTNT
USLM
BPI
ARR
ICON
GSOL
PZG
PMT
GST
ULTA
WRES
HRB
GUID
MYGN
USMO
PENN
IVC
RGS
WWE
PQ
NUVA
ILMN
CCO
SIRI
DELL
XCO
BIRT
WINA
XNPT
GCA
TPLM
RMBS
LMNR
HPQ
BRCD
ISRL
JOE
OVTI
MRLN
APAGF
JMBA
RCII
IO
MW
FUR
PLUS
PCYC
LXU
SBCF
UMH
CVO
GTIV
CFN
AOI
ABMD
LAYN
WMGI
OLED
AEC
EOX
TAYC
SCOR
POZN
IDCC
TAP
STAR
RPTP
TITN
ITMN
TZOO
ITC
CAB
CORT
VOXX
PPO
ESI
SPRT
DCO
MXWL
ISRG
KTOS
HCKT
CWCO
ISH
LQDT
OPK
MG
RTIX
UTIW
SKH
SBRA
ATHN
UIL
HHS
HLF
INAP
KMG
GHDX
APL
CHDX
GHC
SWI
SRDX
DXLG
BDSI
SRPT
ELX
CPA
EW
PLPC
SNCR
VSI
FBC
NSR
HBNC
PETS
HERO
UNS
DFZ
CCF
GAS
HGR
CPF
MGAM
MEG
ALR
GRIF
HWAY
ZQK
RAS
VOLC
ACTG
VICL
KKD
SUNE
SYNA
TRR
BTU
ONTY
CYBX
QDEL
NL
BHB
WIN
DGI
DHT
PRGX
VVUS
DMRC
XOMA
BKYF
THS
ARTNA
AVAV
CSII
SHLO
MSO
ELNK
SNMX
MDCA
REN
FMD
CVGW
URG
DLLR
UAM
BAGL
STSI
HSTM
BGS
ARAY
SIMG
RSYS
ARO
UNTD
WG
DVR
INO
CAS
OME
DEPO
HSP
AFSI
UTI
NICK
ERII
WTM
FCN
TASR
END
ASEI
OPEN
LNG
RENT
CKEC
NCMI
IPXL
SEM
MHGC
OMER
RDEN
NRG
BPZ
SAM
CMTL
ECHO
HMSY
PCTI
AIRM
EXAS
AMRI
SYRG
IPCM
NWY
LLNW
MNI
TAXI
HNH
ELGX
CTRN
MDSO
KIRK
CBR
EQU
CMG
SWY
GME
WAC
KWK
IDT
CALM
AEPI
USNA
MNST
DEST
SCLN
THLD
ABCO
BONT
THRX
IDRA
BTH
MDAS
CPSI
FDO
ASPS
CALD
MJN
S
VLCCF
AFFX
ENR
GMO
LPSN
AMSC
IRDM
OSTK
LOGM
SFLY
FLO
CLCT
HBCP
IRM
CHFN
NYMT
BSTC
NASB
NRIM
VOCS
VG
GSIT
RDI
BDE
SNTA
SIGA
CUTR
BANC
MDCI
WETF
COCO
LF
RMTI
WFM
XRM
SLXP
CORR
TSYS
HDNG
ULTR
AVP
ANCX
STMP
CIFC
LL
CFNB
XPO
ARWR
HCCI
REXI
BBW
CERS
CFI
CBK
POM
ANAD
GSIG
PMC
INFI
RTK
SIGM
DWA
MIL
HBIO
FVE
FHCO
SNSS
FFNW
NATR
EHTH
ARQL
BRLI
BKS
FLXS
GTAT
VVTV
BOLT
LWAY
SPA
IQNT
NFLX
ATRS
AOL
CSV
SHLD
OWW
RELL
HGG
TAT
MIND
CACB
NLS
ENOC
CYTX
UFPT
CTRX
HSH
THOR
MRGE
NMRX
PKT
WBMD
JAKK
KERX
RAD
RST
ZLC
DF
HEOP
BXC
PDLI
PFBC
CPST
WTW
AUXL
NES
VIAS
ATRC
DNDN
VHC
MNTX
SGYP
ACHC
DTLK
CAMP
QUIK
NTLS
CLFD
WSBF
RDNT
RJET
MDW
CONN
GBNK
LION
USAK
PPBI
PTIE
SQNM
MOSY
SUSS
RBCN
HILL
BREW
AIQ
GPT
BEAT
OUTR
DRL
IMN
MPAA
HCI
ANIK
PBY
VITC
GLPW
NTRI
MILL
TRGT
BIOS
PGTI
HNR
BDBD
WRLD
ENZN
STSA
INSY
JBSS
PSUN
GLUU
VTG
CMLS
AVNR
LINC
REI
CECE
MNKD
GMCR
ZAGG
HRTX
HTWR
FFKT
III
MBWM
AE
PPHM
VPRT
SGBK
NNA
WTSL
ROIAK
ATEC
NBBC
GAIA
WSTL
PTSI
CLUB
SPNS
BNCN
SALM
PATK
PTX
GALE
TESS
CTIC
UTMD
YRCW
DMND
HTCH
BEBE
PERI
NWBO
OMEX
UCFC
PLUG
CUNB
TREE
IDIX
LEE
BBX
DOOR
AFOP
NAVB
VTSS
UPIP
PROV
PEIX
GALT
PENX
TWGP
CYTR
HITK
AXDX
OGXI
INTX
QCOR
PTGI
MBRG
REIS
MLAB
ITIC
CASH
HMPR
HNRG
DAVE
TIS
STRT
RSH
FRBK
BSET
PCYG
PFIS
APP
FCSC
ZAZA
CUR
SWSH
MCBC
DSCI
TWER
GTXI
NBS
NSPH
LLEN
DJCO
CIX
RPRX
BIOL
SNAK
MDXG
BBGI
HIFS
CSCD
DXYN
NEO
ACFN
CHTP
NYNY
FBIZ
NATH
CALL
MITK
IBCA
FNHC
DGAS
ATNY
ADUS
PHMD
CFFI
COB
TEAR
UIHC
PRKR
CIDM
ESCA
EGAN
UNXL
LOV
CPSS
NNVC
SIF
LCNB
CHMG
RVLT
TXMD
PCYO
ISSC
BRT
SPDC
PLPM
CUI
VTNR
LBMH
MEIP
NEON
GFN
GTT
IG
AMZG
LFVN
BPTH
OHRP
TRXC
FFBH
NETE
FSGI
ARCW
SQBG
OLBK
TAM
TWMC
CRRS
TSRE
EDIG
